		tshirtbase5			TSRTBA1		tshirt		0		respect 15 	sexy 12		80
		tshirtsuburb		TSRTSB1		tshirt		0		respect 15 	sexy 10		60
		hoodyamerc			HODMRC1		hoodya		0		respect 15 	sexy 10		70
		hoodyabase5			HODBSE1		hoodya		0		respect 20 	sexy 14		105
		hoodyarockstar		HODRST1		hoodya		0		respect 17 	sexy 15		120
		wcoatblue			WCOATA		wcoat		0		respect 0 	sexy 0		30
		coach				COACHA		coach		0		respect 15 	sexy 5		30
		coachsemi			COACHB		coach		0		respect 5 	sexy 5		30
		sweatrstar			RSTRSWE		sweat		0		respect 10 	sexy 10		60			# END OF SUB URBAN TORSO		
		hoodyAblue			HOODB		hoodyA		0		respect 5 	sexy 5 		65
		hoodyAblack			HOODBL		hoodyA		0		respect 5 	sexy 5 		65
		hoodyAgreen			HOODG		hoodyA		0		respect 15  sexy 5 		45
		sleevtbrown			SLEVB1		sleevt		0		respect 5 	sexy 10	    40
		shirtablue			BSHIRT		shirta		0		respect 7 	sexy 10		40
		shirtayellow		YSHIRT		shirta		0		respect 7 	sexy 10 	40
		shirtagrey			GSHIRT		shirta		0		respect 7 	sexy 10 	40
		shirtbgang			SHTBG1		shirtb		0		respect 15 	sexy 3 		40
	    tshirtzipcrm		TSHZIP1		tshirt		0		respect 0  	sexy 5		35
		tshirtzipgry		TSHZIP2		tshirt		0		respect 0  	sexy 5		35
	    denimfade			DENJCK1		denim		0		respect 10 	sexy 20		90
	    bowling 			BOWLSH1		hawaii 		0		respect 7 	sexy 13		70			# END OF ZIP TORSO
		hoodjackbeige		HODJCK1		hoodjack	0		respect 17 	sexy 15		75
		baskballloc			BASKB		baskball	0		respect 5 	sexy 5		300
		tshirtlocgrey		TSHIRTB		tshirt		0		respect 5 	sexy 5		200
		tshirtmaddgrey		TSHRTMG		tshirt		0		respect 5 	sexy 5		30
		tshirtmaddgrn		TSRTMGN		tshirt		0		respect 5 	sexy 5		30
		suit1grey			SUT1GRY		suit1		0		respect 20 	sexy 25		1620
		suit1blk			SUT1BLK		suit1		0		respect 10 	sexy 20		300
		leather        		BIKERJ		leather		0		respect 17 	sexy 15		320
		painter             PAINT1 		painter		0		respect 15 	sexy 10		320
		hawaiiwht			HAWAI1		hawaii		0		respect 7 	sexy 13		200
		hawaiired			HAWAI2		hawaii		0		respect 7 	sexy 13		300
		sportjack			SPRJCT		trackytop1	0		respect	15	sexy 17		450			# END OF VICTIM TORSO
		suit1red			SUIT1		suit1		0		respect 23 	sexy 25		4000
		suit1blue			SUIT2		suit1		0		respect 22 	sexy 25		3000
		suit1yellow			SUIT3		suit1		0		respect 25 	sexy 25		6000	
		suit2grn 			SUT2GRN		suit2		0		respect 25 	sexy 25		5500
		tuxedo				TUXEDO		suit2		0		respect	20	sexy 25		7000
		suit1gang			SUITGNG		suit1		0		respect 25	sexy 15		5500
		letter				LETTER		sleevt		0		respect 15	sexy 5		1525 		# END OF DIDIE SACHS TORSO	
		worktrcamogrn		WORKA		worktr		2		respect 6 	sexy 1	 	55
		worktrcamogry		WORKB		worktr		2		respect 2 	sexy 1 		55
		worktrgrey			WORKC		worktr		2		respect 0	sexy 1 		55
		worktrkhaki			WORKD		worktr		2		respect 5 	sexy 1 		55
		tracktr				TRABOTA		tracktr		2		respect 3 	sexy 2	 	60	
		tracktreris			TRAKERI		tracktr		2		respect 5 	sexy 5 		70
		jeansdenim			JEANSBL		jeans		2		respect 0 	sexy 0 		50
		legsblack			BOXBLK		legs		2		respect 1 	sexy 1 		10
		legsheart			BOXHRT		legs		2		respect 1 	sexy 2 		12
		biegetr				BEITROS		chinosb		2		respect 1 	sexy 0 		35			# END OF BINCO LEGS																					
		tracktrpro			TRACKT1		tracktr		2		respect 5 	sexy 5 		100
		tracktrwhstr		TRACKT2		tracktr		2		respect 5 	sexy 5 		120
		tracktrblue			TRACKT3		tracktr		2		respect 5 	sexy 5 		140
		tracktrgang			TRACKT4		tracktr		2		respect 9 	sexy 2 		40
		bbshortwht	   		BOXSRT1		boxingshort	2		respect 5 	sexy 1 		60
		boxshort			BOXSRT2		boxingshort	2		respect 5 	sexy 1 		60
		bbshortred			BOXSRT3		boxingshort 2		respect 5 	sexy 1 		60
		shellsuittr			SHELBOT		tracktr		2		respect 0 	sexy 0		50			# END OF PRO-LAPS LEGS
		shortsgrey      	SHORT1		shorts		2		respect 0 	sexy 0		30
		shortskhaki     	SHORT2		shorts		2		respect 5 	sexy 0		30
		chongergrey			CHONG1		chonger		2		respect 2 	sexy 1		50
		chongergang			CHONG2		chonger		2		respect 6 	sexy 0		50
		chongerred			CHONG3		chonger		2		respect 6 	sexy 2		50
		chongerblue			CHONG4		chonger		2		respect 2 	sexy 2		50
		shortsgang			SHORT3		shorts		2		respect 0 	sexy 5		30
		denimsgang			DENIM1		jeans		2		respect 15 	sexy 5		60
		denimsred			DENIM2		jeans		2		respect 0 	sexy 0		60			# END OF SUBURBAN LEGS																	
		chinosbiege			CHINBIE		chinosb		2		respect 10  sexy 7		150
		chinoskhaki			CHINOK		chinosb		2		respect 10 	sexy 7 		150
		cutoffchinos		CUTCHI		shorts		2		respect 6 	sexy 3 		80
		cutoffchinosblue	CUTCHBU		shorts		2		respect 6 	sexy 3 		80
		chinosblack			CHINO3		chinosb		2		respect 8   sexy 8		150
		chinosblue			CHINO4		chinosb		2		respect 8   sexy 7		150			# END OF ZIP LEGS
		leathertr			LEATHA		leathertr	2		respect 8 	sexy 8 	    875
		leathertrchaps		LEATHB		leathertr	2		respect 0 	sexy 0 	    80
		suit1trgrey			SUTR1GR		suit1tr		2		respect 8 	sexy 10 	800
		suit1trblk			SUTR1BL		suit1tr		2		respect 8 	sexy 10 	800
		cutoffdenims		CUTDENM		shorts		2		respect 9 	sexy 7 	    1000		# END OF VICTIM LEGS
		suit1trred			SUITTR1		suit1tr		2		respect 9 	sexy 10		2000
		suit1trblue			SUITTR2		suit1tr		2		respect 9 	sexy 10 	2500
		suit1tryellow		SUITTR3		suit1tr		2		respect 10 	sexy 10 	4000
		suit1trgreen		SUTR1GN		suit1tr		2		respect 10 	sexy 10 	3000
		suit1trblk2         SUTR2BL 	suit1tr     2       respect 9   sexy 10     3000
		suit1trgang			SUTRGNG		suit1tr		2		respect 10  sexy 6		1500		 # END OF DIDIE SACHS LEGS																							  
		player_legs			LEGS		legs		2		respect 0 	sexy 0		0			# DEFUALT PLAYER LEGS				
		cowboyboot2			COWBOT2		biker		3		respect 1 	sexy 2 		100
		bask2semi			BASKBO1		bask1		3		respect 2 	sexy 1 		50
		bask1eris			BASKBO2		bask1		3		respect 3 	sexy 2 		100
		sneakerbincgang		SNKBGAN		sneaker		3		respect 3 	sexy 1 		50
		sneakerbincblu		SNKBBLU		sneaker		3		respect 1 	sexy 1 		50
		sneakerbincblk		SNKBBLK		sneaker		3		respect 1 	sexy 1 		50
		sandal				SANDIL1		flipflop	3		respect 0 	sexy 0 		15
		sandalsock			SANDIL2		flipflop	3		respect 0 	sexy 0 		20
		flipflop			SANDIL3		flipflop	3		respect 0 	sexy 0 		15			# END OF BINCO SHOES																						# END OF BINCO SHOES																		
		hitop				HITOP		bask1		3		respect 5   sexy 3 		115
		convproblk			CHUBLK		conv		3		respect 3   sexy 2 		70
		convproblu          CONBLUE		conv		3		respect 3  	sexy 2	 	65
		convprogrn			CONGREN		conv		3		respect 5   sexy 2 		60
		sneakerprored		PROTRA1		sneaker		3		respect 2  	sexy 3 		80		   
		sneakerproblu		PROTRA2		sneaker		3		respect 2  	sexy 2 		75
		sneakerprowht		PROTRA3		sneaker		3		respect 2   sexy 2 		70
		bask1prowht			PROWHT1		bask1		3		respect 4   sexy 2 		70
		bask1problk			PROBLK1		bask1		3		respect 4   sexy 2 		70
		boxingshoe			BOXSHO1		biker		3		respect 0   sexy 0 		70			# END OF PRO-LAPS SHOES
		convheatblk			COHEAT1		conv		3		respect 2 	sexy 1		55
		convheatred			COHEAT2		conv		3		respect 2 	sexy 1		55
		convheatorn			COHEAT3		conv		3		respect 2 	sexy 1		50
		sneakerheatwht		SNHEAT1		sneaker		3		respect 2 	sexy 2		70
		sneakerheatgry		SNHEAT2		sneaker		3		respect 2 	sexy 1		65
		sneakerheatblk		SNHEAT3		sneaker		3		respect 2 	sexy 2		65
		bask2heatwht		BSHEAT1		bask1		3		respect 3 	sexy 2		80
		bask2heatband		BSHEAT2		bask1		3		respect 3 	sexy 2		80			# END OF SUBURBAN SHOES
		timbergrey			TIMBER1		bask1		3		respect 5 	sexy 5 		125
		timberred			TIMBER2		bask1		3		respect 5 	sexy 5 		135
		timberfawn			TIMBER3		bask1		3		respect 5 	sexy 4 		115
		timberhike			TIMBER4		bask1		3		respect 4 	sexy 2 		110			# END OF ZIP SHOES
		cowboyboot			COWBOY  	biker		3		respect 4	sexy 5		500
		biker				BIKEBOT		biker		3		respect 3	sexy 3		145
		snakeskin			SNAKESN		biker		3		respect 5	sexy 5		1000		# END OF VICTIM SHOES
		shoedressblk		SHOEDR1		shoe		3		respect 5   sexy 5      2500
		shoedressbrn		SHOEDR2		shoe		3		respect 4   sexy 5     	1100																						
		shoespatz			SHOEDR3		shoe		3		respect 5   sexy 5      350			# END OF DIDIE SACHS SHOES
		dogtag				DOGTAG		neck		13		respect 1   sexy 0		10
		neckafrica			NECKAFR		neck		13		respect 1   sexy 1		12			# END OF BINCO CHAINS
		stopwatch			STOPWAT		neck		13		respect 0   sexy 0		20
		necksaints			NECKSNT		neck		13		respect 1   sexy 0		25			# END OF PRO-LAPS CHAIN
		neckhash			NECKHA		neck    	13		respect 2 	sexy 1		100
		necksilver			NECKCU1		neck2 		13		respect 2 	sexy 2		200
		neckgold			NECKCU2		neck2		13		respect 2 	sexy 2		350			# END OF SUB URBAN CHAIN
		neckropes			NECKRP1		neck2		13		respect 2 	sexy 1		450
		neckropeg			NECKRP2		neck2		13		respect 2 	sexy 2		550			# END OF ZIP CHAIN
		neckls				NECKLS		neck    	13		respect 2 	sexy 0		50			# END OF VICTIM CHAIN
		neckdollar			NECKDL		neck    	13		respect 2 	sexy 2		2000
		neckcross			NECKCR		neck    	13		respect 2 	sexy 2		5000		# END OF DIDIE SACHS CHAIN
		watchpink			WATCH7		watch		14		respect 0 	sexy 0		15
		watchyellow			WATCH8		watch		14		respect 0 	sexy 0		15			# END OF BINCO WATCH
		watchpro			WATCH3		watch		14		respect 0 	sexy 1		440
		watchpro2			WATCH4		watch		14		respect 1 	sexy 1	    700			# END OF PRO-LAPS WATCHES
		watchsub1			WATCH9		watch		14		respect 1 	sexy 2		70
		watchsub2			WATCH10		watch		14		respect 2 	sexy 2		120			# END OF SUB URBAN WATCH
		watchzip1			WATCH11		watch		14		respect 2 	sexy 2		100
		watchzip2			WATCH12		watch		14		respect 2 	sexy 2		220
		watchgno			WATCH2		watch		14		respect 1 	sexy 2		1500
		watchgno2			WATCH5		watch		14		respect 2 	sexy 2		3000		# END OF VICTIM WATCHES
		watchcro			WATCH1		watch		14		respect 3 	sexy 3		8000		
		watchcro2			WATCH6		watch		14		respect 3 	sexy 3		5000		# END OF DIDIE SACHS WATCHES
		groucho				GROUCH1		grouchos	15      respect 0 	sexy 0		10
		zorro				ZORRO		zorromask	15		respect 0	sexy 0		20
		eyepatch			EYEPCH		eyepatch	15		respect 0 	sexy 0		5
		glasses01			GLASS1		glasses01	15      respect 2 	sexy 2		100
		glasses04			GLASS4		glasses04	15		respect 2	sexy 2		150
		bandred3			BANDA15		bandmask	15		respect 1	sexy 0		50
		bandblue3			BANDA16		bandmask	15		respect 1	sexy 0		50
		bandgang3			BANDA17		bandmask	15		respect 2	sexy 0		50
		bandblack3			BANDA18		bandmask	15		respect 1	sexy 0		50			# END OF BINCO HATS														# END OF BINCO GLASSES
		glasses01dark		GLASS5		glasses01   15 		respect 1	sexy 1		150
		glasses04dark		GLASS6		glasses04   15 		respect 2	sexy 1		150			# END OF PRO-LAPS GLASSES
		glasses03			GLASS3		glasses03	15		respect 2	sexy 2		400
		glasses03red		GLASS8		glasses03	15		respect 1	sexy 1		200
		glasses03blue		GLASS9		glasses03	15		respect 1	sexy 1		220
		glasses03dark		GLASS7		glasses03	15		respect 2	sexy 2		500			# END OF VICTIM GLASSES
		glasses05dark		GLASS10		glasses03	15		respect 1	sexy 2		600
		glasses05			GLASS11		glasses03	15		respect 2	sexy 2		800	   
		bandred				BANDAN7		bandana		16		respect 1 	sexy 1		25
		bandblue			BANDAN8		bandana		16		respect 1 	sexy 1		25
		bandgang			BANDAN9		bandana		16		respect 3 	sexy 1		25
		bandblack			BANDA10		bandana		16		respect 1 	sexy 1		25
		bandred2			BANDA11		bandknots	16		respect 1 	sexy 1		25
		bandblue2			BANDA12		bandknots	16		respect 1 	sexy 1		25 
		bandblack2			BANDA13		bandknots	16		respect 1 	sexy 1		25
		bandgang2			BANDA14		bandknots	16		respect 3 	sexy 1		25
		capknitgrn          CAP25       capknit     16		respect 2 	sexy 0		15
		captruck            CAP26       captruck	16		respect 0 	sexy 0		5
		cowboy				CAP28       cowboy      16      respect 0 	sexy 0		10
		hattiger            CAP29       cowboy	    16      respect 0 	sexy 0		10			# END OF BINCO HATS
		helmet				CAP27       helmet		16		respect 0 	sexy 0		150
	   	moto				CAP30		moto		16		respect 0 	sexy 0		100
		boxingcap           CAP15       boxingcap   16		respect 0 	sexy 0		80
		hockey              CAP16       hockeymask	16		respect 2 	sexy 0		40
		capgang				CAP31		cap			16		respect 1 	sexy 0		40
		capgangback			CAP32		capback		16		respect 1 	sexy 0		40
		capgangside			CAP33		capside		16		respect 1 	sexy 0		40
		capgangover			CAP34		capovereye	16		respect 1 	sexy 0		40
		capgangup			CAP35		caprimup	16		respect 1 	sexy 0		40
		bikerhelmet			CAP56		bikerhelmet 16		respect 1	sexy 0		100			# END FO PRO-LAPS HATS
		capred				CAP36		cap			16		respect 1 	sexy 0		40
		capredback			CAP37		capback		16		respect 1 	sexy 0		40
		capredside			CAP38		capside		16		respect 1 	sexy 0		40
