temp_cardbox,		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	20,	2,	1,	0,	2,	0.0, 0.0, 0.0,		explosion_crate
pizzabox		10.0,		10.0		1.00,		0.03,		50.0,		0.0, 	2.0,	20,	2,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_crate
tar_gun1		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
tar_gun2		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
kb_beer			30.0,		30.0  		0.99,		0.03,		50.0,		0.0,  	1.0,	20,	0,	1,	0,	2,	0.0, 0.0, 0.0,		explosion_door
kb_beer01		30.0,		30.0  		0.99,		0.03,		50.0,		0.0,  	1.0,	20,	0,	1,	0,	2,	0.0, 0.0, 0.0,		explosion_door
record1			99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
record2			99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
record3			99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
e_test			99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
w_test			99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
cutscene_beer		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door


dyn_wine_break		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
dyn_wine_BOUNCE		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
CJ_B_OPTIC1		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0


CJ_BEER_B_1		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
CJ_BEER_B_2		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
DYN_WINE_BIG		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0

CJ_BS_BAG		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
CJ_BS_CUP		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
PIZZA_MENU		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
PIZZA_S_P		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
CJ_S1_Larm		50.0,		150.0  		0.99,		0.0,		50.0,		350.0,  5.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
CJ_S1_Rarm		50.0,		150.0  		0.99,		0.0,		50.0,		350.0,  5.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
CJ_S1_torso		50.0,		150.0  		0.99,		0.0,		50.0,		350.0,  5.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
CJ_S1_legs		50.0,		150.0  		0.99,		0.0,		50.0,		350.0,  5.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
CJ_S1_Head		50.0,		150.0  		0.99,		0.0,		50.0,		350.0,  5.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0



tramstop_SF,		150.0,		50.0  		0.99,		0.03,		10.0,		100.0,	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none


;******** smash_yellow_target_completely

tar_downleft		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
tar_downright		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
tar_top			99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
tar_upleft		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
tar_upright		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0, 	5.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door

;******** smash_woodenbox_completely

woodenbox,		250.0,		250.0  		0.99,		0.04,		50.0,		0.0,    1.5,	20,	0,	1,	0,	2,	0.0, 0.0, 0.0,		explosion_crate

;******** smash_trafficcone_completely
;																										<----------------- Breakable Info ------------------>
;Name			Mass		TurnMass	AirResistance	Elasticity	PercSubmerged	Uproot	CDMult	CDEff	SpCDR	CamAv	Expl								 	       needs set if I >= 200														 			       needs set if I >= 200
;A			B		C		D		E		F		G	H	I	J	K	L	FX_TYPE	FX_OFFSET		FX_NAME			B-SM	B-VX	B-VY	B-VZ	B-VR	B-GUN	B_SPK								
;
trafficcone,		25.0,		50.0  		0.99,		0.03,		50.0,		10.0,  	2.0,   	20,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
Gasgrenade,		25.0,		50.0  		0.99,		0.03,		50.0,		10.0,  	1.0,	20,	0,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
Dynamite,		25.0,		50.0  		0.99,		0.03,		50.0,		10.0,  	2.0,	20,	2,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
mobile1993b,		25.0,		50.0  		0.99,		0.03,		50.0,		10.0,  	2.0,	20,	2,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door

;******** smash_barpost_completely
;																										<----------------- Breakable Info ------------------>
;Name			Mass		TurnMass	AirResistance	Elasticity	PercSubmerged	Uproot	CDMult	CDEff	SpCDR	CamAv	Expl								 	       needs set if I >= 200														 			       needs set if I >= 200
;A			B		C		D		E		F		G	H	I	J	K	L	FX_TYPE	FX_OFFSET		FX_NAME			B-SM	B-VX	B-VY	B-VZ	B-VR	B-GUN	B_SPK								
;
smashbar		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0,	1.0,	20,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none

;******** smash_blackbag

BlackBag1 		100.0,		150.0 		0.97,		0.05,		120.0,		0.0,   	1.0,	20,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
BlackBag2 		100.0,		150.0 		0.97,		0.05,		120.0,		0.0,   	1.0,	20,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none

;******** TREES
;																										<----------------- Breakable Info ------------------>
;Name			Mass		TurnMass	AirResistance	Elasticity	PercSubmerged	Uproot	CDMult	CDEff	SpCDR	CamAv	Expl								 	       needs set if I >= 200														 			       needs set if I >= 200
;A			B		C		D		E		F		G	H	I	J	K	L	FX_TYPE	FX_OFFSET		FX_NAME			B-SM	B-VX	B-VY	B-VZ	B-VR	B-GUN	B_SPK								
;
veg_palmkb2		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb8		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb7		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb1		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb5		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb9		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb10		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb4		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
pot_02			50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb3		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
veg_palmkb14		50000.0,	50000.0,	0.99,		0.05,		50.0,		9999.0, 1.0,    200,	0,	0, 	0,	0,	0.0, 0.0, 0.0,		none			5000.0, 0.01, 	0.01, 	0.01, 	0.07,	1,	0
sjmpalmbigpv		500.0,		1000.0,		0.97,		0.05,		50.0,		201.0, 	0.75,   1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_palm
sm_bevhiltreepv		1500.0,		4000.0,		0.97,		0.05,		50.0,		501.0, 	0.5,   	1,	1,	0, 	0,	2,	0.0, 0.0, 11.0,		tree_hit_fir
aw_streettree2		500.0,		1000.0,		0.97,		0.05,		50.0,		201.0, 	0.75,   1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir	
aw_streettree3		500.0,		1000.0,		0.97,		0.05,		50.0,		201.0, 	0.75,   1,	1,	0, 	0,	2,	0.0, 0.0, 3.4,		tree_hit_fir	
aw_streettree1		500.0,		1000.0,		0.97,		0.05,		50.0,		201.0, 	0.75,   1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
;***********procedural desert*************
sand_josh1		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_palm
sand_josh2		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
sjmcacti2		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir

;***********procedural forest************
Hazelweetree_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Ash_PO			500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
sm_fir_scabg_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Cedar3_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Locust_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Cedar2_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Pinebg_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Elmweesm_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Elmsparsesm_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Elmdead_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Elmtreegrn_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Elmtreegrn2_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Cedar1_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Elmredsm_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir
Elmred_PO		500.0,		500.0,		0.99,		0.05,		50.0,		199.0, 	1.0,    1,	1,	0, 	0,	2,	0.0, 0.0, 3.0,		tree_hit_fir

;******** smash_beachlounge_wood

lounge_wood_up,		5.0,		50.0  		0.99,		0.03,		100.0,		10.0,  	2.0,	20, 	2,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door
lounge_wood_dn,		5.0,		50.0  		0.99,		0.03,		100.0,		10.0,  	2.0,	20, 	2,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door

;******** smash_beachlounge_towel

lounge_towel_up,	5.0,		50.0  		0.99,		0.03,		100.0,		10.0,  	2.0,	20, 	2,	1, 	0,	2,	0.0, 0.0, 0.0,		explosion_door

;****************************************exploding objects****************************************************************************************								
;																										<----------------- Breakable Info ------------------>
;Name			Mass		TurnMass	AirResistance	Elasticity	PercSubmerged	Uproot	CDMult	CDEff	SpCDR	CamAv	Expl								 	       needs set if I >= 200														 			       needs set if I >= 200
;A			B		C		D		E		F		G	H	I	J	K	L	FX_TYPE	FX_OFFSET		FX_NAME			B-SM	B-VX	B-VY	B-VZ	B-VR	B-GUN	B_SPK								
;
petrolpump		99999.0,	350.0		0.99,		0.05,		50.0,		120.0,	1.0,	20,	0,	1, 	1,	2,	0.0, 0.0, 0.0,		explosion_medium	150.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
petrolpumpnew		99999.0,	350.0		0.99,		0.05,		50.0,		120.0,	1.0,	20,	0,	1, 	1,	2,	0.0, 0.0, 0.0,		explosion_medium	150.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
washgaspump		99999.0,	500.0		0.99,		0.05,		50.0,		120.0,	1.0,	20,	0,	1, 	1,	2,	0.0, 0.0, 0.0,		explosion_medium	150.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
kb_barrel_exp,		1000.0,		0.5  		0.99,		0.25,		50.0,		0.0,    1.0,	0,	0,	1,	0,	2,	0.0, 0.0, 0.0,		explosion_medium	
barrel4,		100.0,		100.0  		0.99,		0.05,		50.0,		0.0,    10.0,	20,	0,	1,	1,	2,	0.0, 0.0, 0.0,		explosion_medium	
missile_04_SFXR,	100.0,		100.0  		0.99,		0.05,		50.0,		0.0,    10.0,	20,	0,	1,	1,	2,	0.0, 0.0, 0.0,		explosion_medium	
missile_07_SFXR,	100.0,		100.0  		0.99,		0.05,		50.0,		0.0,    10.0,	20,	0,	1,	1,	2,	0.0, 0.0, 0.0,		explosion_medium	
missile_11_SFXR,	100.0,		100.0  		0.99,		0.05,		50.0,		0.0,    10.0,	20,	0,	1,	1,	2,	0.0, 0.0, 0.0,		explosion_medium	
CJ_FLAME_Drum_(F)	100.0,		100.0  		0.99,		0.05,		50.0,		0.0,    1.0,	20,	0,	1,	1,	2,	0.0, 0.0, 0.0,		explosion_medium	

;mil_samsite is explodable, but it's also breakable so it's in that section instead (take a fair amount of damage to get it to explode anyway)

;****************************************dynamic map objects****************************************************************************************								
;																										<----------------- Breakable Info ------------------>
;Name			Mass		TurnMass	AirResistance	Elasticity	PercSubmerged	Uproot	CDMult	CDEff	SpCDR	CamAv	Expl								 	       needs set if I >= 200														 			       needs set if I >= 200
;A			B		C		D		E		F		G	H	I	J	K	L	FX_TYPE	FX_OFFSET		FX_NAME			B-SM	B-VX	B-VY	B-VZ	B-VR	B-GUN	B_SPK								
;
ab_jetseat_hrest,	50.0,		100.0		0.99,		0.1,		50.0,		0.0,  	2.0,    0, 	0,	1, 	0,	0,	0.0, 0.0, 0.0,		none
ab_jetLiteGlass		50.0,		150.0  		0.99,		0.0,		50.0,		350.0, 	5.0,	200,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			1.0, 	0.0, 	0.0, 	0.1, 	0.07,	2,	0
beachball,		1000.0,		50.0		0.99,		0.0001,		50.0,		0.0,  	2.0,    0, 	0,	1, 	0,	0,	0.0, 0.0, 0.0,		none
bar_barrier10		500.0,		5000.0		0.99,		0.05,		50.0,		350.0,	1.0,	1,	4,	1,	0,	0,	0.0, 0.0, 0.0,		none		
bar_barrier12		500.0,		5000.0		0.99,		0.05,		50.0,		350.0,	1.0,	1,	4,	1,	0,	0,	0.0, 0.0, 0.0,		none
parkingmeter,		60.0,		100.0		0.99,		0.05,		50.0,		100.0,	1.0,	0,  	2,  	1,	0,	0,	0.0, 0.0, 0.0,		none
wastebin,		10.0,		10.0		0.97,		0.1,		120.0,		0.0,   	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
BinNt14_LA,		10.0,		10.0		0.97,		0.1,		120.0,		0.0,   	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
BinNt13_LA,		10.0,		10.0		0.97,		0.1,		120.0,		0.0,   	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
BinNt10_LA,		10.0,		10.0		0.97,		0.1,		120.0,		0.0,   	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
bin1,			200.0,		140.0 		0.99,		0.05,		50.0,		100.0,	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
postbox1,		200.0,		150.0 		0.99,		0.03,		50.0,		100.0,	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
fire_hydrant,		150.0,		50.0  		0.99,		0.03,		50.0,		100.0,	1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
bollardlight		150.0,		50.0  		0.99,		0.03,		50.0,		100.0,	1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
bouy,			21250.0,	22500.0		0.99,		0.05,		30.0,		0.0,   	1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
barrelexpos		250.0,		150.0  		0.99,		0.05,		50.0,		0.0,   	1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
helix_barrier		99999.0,	99999.0		0.99,		0.1,		50.0,		0.0,   	1.0,	0,	4,	1,	0,	0,	0.0, 0.0, 0.0,		none
noparkingsign1,		30.0,		50.0   		0.99,		0.05,		50.0,		100.0,  1.0,	0,	1,	1,	0,	0,	0.0, 0.0, 0.0,		none
CE_hairpinR,		30.0,		50.0   		0.99,		0.05,		50.0,		100.0,  1.0,	0,	1,	1,	0,	0,	0.0, 0.0, 0.0,		none
CE_hairpinL,		30.0,		50.0   		0.99,		0.05,		50.0,		100.0,  1.0,	0,	1,	1,	0,	0,	0.0, 0.0, 0.0,		none
CE_mailbox1,		30.0,		50.0   		0.99,		0.05,		50.0,		100.0,  1.0,	0,	1,	1,	0,	0,	0.0, 0.0, 0.0,		none
CE_mailbox2,		30.0,		50.0   		0.99,		0.05,		50.0,		100.0,  1.0,	0,	1,	1,	0,	0,	0.0, 0.0, 0.0,		none
phonesign,		30.0,		50.0   		0.99,		0.05,		50.0,		100.0,  1.0,	0,	1,	1,	0,	0,	0.0, 0.0, 0.0,		none
barrel1,		50.0,		50.0   		0.99,		0.05,		50.0,		0.0,    1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
barrel2,		250.0,		150.0  		0.99,		0.05,		50.0,		0.0,    1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
barrel3,		100.0,		100.0  		0.99,		0.05,		50.0,		0.0,    1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
dump1,			900.0,		900.0  		0.99,		0.05,		150.0,		10.0,   1.0,	1,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_packet		100.0,		50.0		0.95,		0.05,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none			150.0, 	0.0, 	0.0, 	0.1, 	0.07,	1,	0
kmb_marijuana		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_parachute		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_holdall		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_smokecan		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_dumbbell		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_dumbbell2		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_bpress		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_bomb		10.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	2,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_shoptrolley		20.0,		10.0		0.99,		0.03,		50.0,		0.0,  	2.5,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
temp_crate1		1250.0,		1250.0  	0.99,		0.04,		50.0,		0.0,    1.5,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_container_red 	5000.0,		10000.0		0.99,		0.001,		50.0,		700.0,  1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none
kmb_container_yel 	5000.0,		10000.0		0.99,		0.001,		50.0,		700.0,  1.0,	0,	0,	1,	0,	0,	0.0, 0.0, 0.0,		none			
