$ MP5				INSTANT_HIT	35.0 40.0	353	-1		4	uzibad		30	 25		0.51 -0.01  0.20    0  0	0.75 1.1 	 6  9  7	 6  9  6  30	7001
$ MP5				INSTANT_HIT	40.0 45.0	353	-1		4	uzi			30	 25		0.51 -0.01  0.20    1  250	1.0	 1.3 	 6  9  7	 6  9  6  30	7011
$ MP5				INSTANT_HIT	45.0 45.0	353	-1		4	uzi			30	 25		0.51 -0.01  0.20    2  999	1.2  1.5 	 6  9  7	 6  9  6  30	7031
################
$ AK47				INSTANT_HIT	40.0 70.0	355	-1		5	riflebad	30	 30		0.78 -0.06  0.13    0  0	0.40 0.9 	 6 10  7	 6 10  7  99	7001
$ AK47				INSTANT_HIT	45.0 70.0	355	-1		5	rifle		30	 30		0.78 -0.06  0.13    1  200	0.50 1.0 	 6 10  7	 6 10  7  99	7011
$ AK47				INSTANT_HIT	50.0 70.0	355	-1		5	rifle		30	 30		0.78 -0.06  0.13    2  999	0.60 1.1 	 6 10  7	 6 10  7  99	7031

$ M4				INSTANT_HIT	40.0 90.0	356	-1		5	riflebad	50	 30		0.74 -0.04  0.13    0  0	0.45 0.9 	 6 10  7	 6 10  7  99	7001
$ M4				INSTANT_HIT	45.0 90.0	356	-1		5	rifle		50	 30		0.74 -0.04  0.13    1  200	0.65 1.0 	 6 10  7	 6 10  7  99	7011
$ M4				INSTANT_HIT	50.0 90.0	356	-1		5	rifle		50	 30		0.74 -0.04  0.13    2  999	0.80 1.1 	 6 10  7	 6 10  7  99	7031
################
#$ COUNTRYRIFLE		INSTANT_HIT	50.0 100.0	357	-1		6	sniper		1	 75		0.7  -0.05  0.2		0  0	0.75 1.0 	 6 17  7	 6 17  7  99	A018
$ COUNTRYRIFLE		INSTANT_HIT	55.0 100.0	357	-1		6	sniper		1	 75		0.7  -0.05  0.2		1  300	1.0	 1.2 	 6 17  7	 6 17  7  99	A008
#$ COUNTRYRIFLE		INSTANT_HIT	60.0 100.0	357	-1		6	sniper		1	 75		0.7  -0.05  0.2		2  999	1.25 1.3 	 6 17  7	 6 17  7  99	A038

#$ SNIPERRIFLE		INSTANT_HIT	40.0 100.0	358	-1		6	sniper		1	 125	0.7  -0.05  0.2 	0  0	0.75 1.0 	 6 17  7	6  17  7  99	A014
$ SNIPERRIFLE		INSTANT_HIT	50.0 100.0	358	-1		6	sniper		1	 125	0.7  -0.05  0.2 	1  300	1.0	 1.0 	 6 17  7	6  17  7  99	A014
#$ SNIPERRIFLE		INSTANT_HIT	60.0 100.0	358	-1		6	sniper		1	 125	0.7  -0.05  0.2 	2  999	1.25 1.0 	 6 17  7	6  17  7  99	A014
################
$ RLAUNCHER			PROJECTILE	50.0 55.0	359	-1		7	rocket		1	 75		0.42  0.0   0.05    1  0	1.0	 1.0 	11 19 12	14 99 15  99	48214
$ RLAUNCHER_HS		PROJECTILE	50.0 55.0	360	-1		7	rocket		1	 75		0.42  0.0   0.05    1  0	1.0	 1.0 	11 19 12	14 99 15  99	48214
$ FTHROWER			AREA_EFFECT	4.0  5.1	361	-1		7	flame		500	 25		0.98  0.0   0.40    1  0	1.0	 1.0 	11 12 11	11 12 11  35	30238		0.5  0.0075 1000.0	 2.0
$ MINIGUN			INSTANT_HIT	65.0 75.0	362	-1		7	flame		500	 140	1.15  0.0   0.40    1  0	1.0	 1.0 	11 12 11	11 12 11  35	238
#############
$ SATCHEL_CHARGE	PROJECTILE	30.0 40.0	363	364		8	grenade		1	 75		0.0   0.0   0.0		1  0	1.0	 1.0 	 0 99  6	 0 99  9  99	100			0.25 -1.0 800.0	 1.0
$ DETONATOR			USE			25.0 25.0	364	-1		12	null		1	 0		0.0   0.0   0.13    1  0	1.0	 1.0 	 0 10  3  	 0 10  3  99	0
################
$ SPRAYCAN			AREA_EFFECT	4.0  6.1	365	-1		9	spraycan	500	 1		0.20  0.0   -0.1    1  0	1.0	 1.0 	12 58 13	11 58 13  99	0431		0.05  0.5    1000.0	 0.01
$ EXTINGUISHER		AREA_EFFECT	10.0 10.1	366	-1		9	flame		500	 1		0.45  0.10  0.15    1  0	1.0	 1.0 	11 12 11	11 12 11  35	0038		0.1   0.5    1000.0	 0.01
$ CAMERA			CAMERA		70.0 100.0	367	-1		9	rifle		36	 0		0.0   -0.0  -0.0    1  0	1.0	 1.0 	10 99 11	14 99 15   0	4
################
$ NIGHTVISION		USE			70.0 100.0	368	-1		11	goggles		0	 0		0.0   -0.0  -0.0    1  0	1.0	 1.0 	10 99 11	14 99 15   0	0
$ INFRARED			USE			70.0 100.0	369	-1		11	goggles		0	 0		0.0   -0.0  -0.0    1  0	1.0	 1.0 	10 99 11	14 99 15   0	0
#$ JETPACK			USE			25.0 25.0	370	-1		9	null		1	 0		0.0   0.0   0.13    1  0	1.0	 1.0 	 0 10  3  	 0 10  3  99	0
#
# Gun Aiming Offsets
#-------------------AimX----AimZ--------DuckX---DuckZ---RLoad-A/B---CrouchRLoad-A/B--
#	A				B		C			D		E		F	G		H	I
% python			0.1		0.5			0.0		0.0		254	633		254	633
% pythonbad			0.1		0.55		0.05	0.0		254	633		254	633
% colt45			0.2		0.6			0.1		0.1		254	633		254	633
% colt_cop			0.2		0.6			0.1		0.0		254	633		254	633
% colt45pro			0.2		0.6			0.1		0.0		254	633		254	633
% sawnoff			0.2		0.6			0.1		0.1		189	815		254	633
% sawnoffpro		0.2		0.6			0.1		0.0		189	815		254	633
% silenced			0.1 	0.55		0.1		0.0		254	633		254	633
% shotgun			0.18	0.44		0.0		0.0		0	726		0	726
% shotgunbad		0.15	0.15		0.0		0.0		0	726		0	726
% buddy				0.22	0.1			0.0		0.0		383 689		271	619
% buddybad			0.05	0.15		0.1		0.0		383 689		271	619
% uzi				0.19	0.45		0.1		0.0		382 933		382	933
% uzibad			0.18	0.25		0.1		0.0		382 933		382	933
% rifle				0.20	0.48		0.10	0.0		380	897		380	897
% riflebad			0.16	0.2			0.1		0.0		380	897		380	897
% sniper			0.20	0.48		0.10	0.0		429	633		429	633
% grenade			0.0		0.0			0.0		0.0		0	0		0	0	
% flame				0.2		0.0			0.0		0.0		0	0		0	0
% rocket			0.1		0.7			0.0		0.0		254	633		254	633
% spraycan			0.0		0.44		0.0		0.0		0	0		0	0

ENDWEAPONDATA
